feature,importance
"item_types_glasses,student-id,wallet",2.0986240089993068e-05
"item_types_book,charging-cable,iPad",2.0869449115647673e-05
"item_types_iPad,paper,pen,wallet",2.0842676424906747e-05
"item_types_laptop,pen,wallet",2.0827930239136954e-05
"item_types_charging-cable,paper,wallet",2.0728076046089993e-05
"item_types_bag,glasses,pen",2.0703031176903088e-05
"item_types_charging-cable,earphones,iPad,student-id",2.0702568483701854e-05
"item_types_bottle,iPad,watch",2.0526979934316976e-05
"item_types_glasses,laptop,paper",2.049363610684199e-05
"item_types_book,bottle,earphones,laptop",2.0323178763691182e-05
"item_types_bag,book,charging-cable",2.0309693031850936e-05
"item_types_laptop,paper,student-id",2.0304369010929795e-05
"item_types_charging-cable,mouse,pen,student-id",2.022303061281625e-05
"item_types_bag,pen,phone,wallet",2.0211903871526006e-05
"item_types_iPad,laptop,student-id",2.0184659281577107e-05
"item_types_bag,bottle,iPad,pen",2.0132208938089144e-05
"item_types_paper,pen,phone",2.0112381142968515e-05
"item_types_glasses,paper,phone",2.009859919647823e-05
"item_types_charging-cable,glasses,laptop,pen",2.0076949560774783e-05
"item_types_charging-cable,iPad,paper,wallet",1.99205718915506e-05
"item_types_book,laptop,mouse,pen",1.991409738542167e-05
"item_types_mouse,pen,phone",1.9907066873294585e-05
"item_types_charging-cable,iPad,keys,wallet",1.966531431490243e-05
"item_types_bag,charging-cable,watch",1.9650559662597438e-05
"item_types_mouse,paper,pen,watch",1.9640576478208392e-05
"item_types_glasses,iPad,mouse,watch",1.9575492399589433e-05
"item_types_charging-cable,keys,mouse,phone",1.9494893442611086e-05
"item_types_book,earphones,laptop",1.9448955431615752e-05
"item_types_glasses,mouse,paper,student-id",1.944240937299932e-05
"item_types_bag,glasses,phone",1.9401882132557033e-05
"item_types_book,laptop,student-id,wallet",1.937380040228523e-05
"item_types_bag,bottle,earphones",1.9254852608225692e-05
"item_types_book,bottle,mouse",1.919061513904294e-05
"item_types_book,iPad,watch",1.916824475725739e-05
"item_types_keys,phone,student-id",1.892361268234474e-05
"item_types_iPad,keys,mouse,phone",1.8859579674840064e-05
"item_types_pen,phone,wallet",1.8700507201000536e-05
"item_types_bottle,keys,phone,wallet",1.8695313215793613e-05
"item_types_glasses,laptop,phone,wallet",1.866973823056223e-05
"item_types_charging-cable,mouse,student-id",1.864414140545882e-05
"item_types_glasses,keys,laptop",1.8618416835739265e-05
"item_types_charging-cable,iPad,pen",1.8556236054774557e-05
"item_types_charging-cable,glasses,paper",1.8551355821564036e-05
"item_types_charging-cable,earphones,student-id",1.8551048304175143e-05
"item_types_glasses,mouse,pen,wallet",1.8508049377133333e-05
"item_types_charging-cable,mouse,watch",1.833199466007235e-05
"item_types_mouse,paper,phone",1.8270572945458475e-05
"item_types_bag,book,phone",1.8184859276647825e-05
"item_types_bottle,laptop,mouse",1.8110056117846512e-05
"item_types_charging-cable,laptop,student-id",1.797931090919271e-05
"item_types_earphones,student-id,watch",1.7864908141646973e-05
"item_types_mouse,paper,pen",1.7845201602062995e-05
"item_types_charging-cable,glasses,laptop,student-id",1.776915368199813e-05
"item_types_book,bottle,glasses,paper",1.77281064850264e-05
"item_types_bag,mouse,wallet",1.76317802323653e-05
"item_types_book,bottle,iPad",1.7589763008182343e-05
"item_types_iPad,keys,mouse",1.7541511385047806e-05
"item_types_iPad,pen,phone,watch",1.7538139563882983e-05
"item_types_charging-cable,paper,student-id",1.751001469818031e-05
"item_types_bag,earphones,glasses,student-id",1.7503078434010184e-05
"item_types_glasses,iPad,paper,student-id",1.7497923083968758e-05
"item_types_bag,phone,student-id",1.7491600778242248e-05
"item_types_laptop,mouse,paper,student-id",1.747116833934704e-05
"item_types_glasses,mouse,pen,student-id",1.739974209570522e-05
"item_types_earphones,iPad,laptop",1.7391553937596273e-05
"item_types_earphones,paper,phone",1.7384353156963188e-05
"item_types_bottle,wallet,watch",1.7338522041135905e-05
"item_types_iPad,laptop,pen",1.7307182012903046e-05
"item_types_earphones,paper,student-id",1.7298220045470153e-05
"item_types_book,iPad,laptop,mouse",1.7269080430569018e-05
"item_types_iPad,keys,watch",1.7264798761441195e-05
"item_types_bag,earphones,wallet",1.7224368181797766e-05
"item_types_charging-cable,laptop,watch",1.720998754856151e-05
"item_types_keys,laptop,mouse,pen",1.7181797190225027e-05
"item_types_book,glasses,paper",1.716068136590441e-05
"item_types_bag,earphones,paper",1.7065512365449194e-05
"item_types_bag,iPad,phone,wallet",1.7056774463955356e-05
"item_types_book,glasses,iPad,keys",1.702204684087126e-05
"item_types_bag,book,laptop,pen",1.6948705258578562e-05
"item_types_book,earphones,pen,student-id",1.685096453924655e-05
"item_types_charging-cable,earphones,laptop,student-id",1.6831605858960845e-05
"item_types_book,earphones,phone,student-id",1.6804208813698358e-05
"item_types_bag,earphones,watch",1.6740335161313578e-05
"item_types_bag,book,paper,wallet",1.670299843261152e-05
"item_types_earphones,glasses,laptop,watch",1.658859312343501e-05
"item_types_bag,keys,laptop,watch",1.654521150866603e-05
"item_types_bottle,paper,phone,watch",1.6528759360659535e-05
"item_types_bottle,charging-cable,glasses,student-id",1.6444313265911733e-05
"item_types_glasses,paper,pen,wallet",1.6444258676556304e-05
"item_types_laptop,pen,phone,wallet",1.635551981439445e-05
"item_types_glasses,iPad,laptop",1.6353691052768023e-05
"item_types_charging-cable,laptop,mouse,watch",1.6347366068678193e-05
"item_types_bag,bottle,mouse",1.6332493558144392e-05
"item_types_book,charging-cable,student-id,watch",1.6281705080408384e-05
"item_types_bottle,laptop,paper,watch",1.6250988077106152e-05
"item_types_bottle,paper,wallet",1.6112115381691212e-05
"item_types_glasses,mouse,pen,phone",1.60738285838184e-05
"item_types_book,earphones,mouse,paper",1.606073477958604e-05
"item_types_bag,earphones,keys,pen",1.6047744236544856e-05
"item_types_earphones,iPad,keys",1.601191815759473e-05
"item_types_charging-cable,iPad,watch",1.599079949741468e-05
"item_types_iPad,laptop,phone,student-id",1.598913808856828e-05
"item_types_pen,student-id,wallet",1.59267428033503e-05
"item_types_book,iPad,laptop,student-id",1.5901283732748016e-05
"item_types_charging-cable,iPad,mouse,watch",1.5868173073493147e-05
"item_types_book,earphones,watch",1.5862703019606334e-05
"item_types_earphones,glasses,wallet,watch",1.585659278032272e-05
"item_types_book,paper,student-id",1.5785996768128132e-05
"item_types_earphones,keys,paper,phone",1.5785373358758358e-05
"item_types_bottle,paper,phone",1.5753283209899878e-05
"item_types_bag,charging-cable,laptop,student-id",1.572859470772148e-05
"item_types_bag,laptop,wallet",1.5724140214252342e-05
"item_types_charging-cable,earphones,phone,student-id",1.571509324324022e-05
"item_types_bottle,keys,paper,wallet",1.5705500654949247e-05
"item_types_laptop,phone,watch",1.5693957538454807e-05
"item_types_charging-cable,paper,phone",1.5685431504068886e-05
"item_types_book,earphones,phone",1.5643735738286903e-05
"item_types_bottle,student-id,watch",1.563850080108896e-05
"item_types_glasses,laptop,phone",1.5623741835182224e-05
"item_types_bottle,keys,student-id",1.5599464189749838e-05
"item_types_pen,phone,student-id",1.5575295398936793e-05
"item_types_book,charging-cable,glasses,pen",1.555933821207046e-05
"item_types_laptop,paper,phone",1.551045948523949e-05
"item_types_book,glasses,pen,wallet",1.547979211776262e-05
"item_types_keys,mouse,phone,watch",1.5430022834309804e-05
"item_types_book,iPad,paper,wallet",1.5392704387961724e-05
"item_types_glasses,paper,pen,student-id",1.538728647650681e-05
"item_types_bottle,glasses,pen",1.5382338519211448e-05
"item_types_bag,book,phone,student-id",1.5346469498991573e-05
"item_types_charging-cable,keys,paper,student-id",1.5343858657532462e-05
"item_types_bottle,charging-cable,glasses,pen",1.5314620210761715e-05
"item_types_bag,glasses,mouse,pen",1.527293284567749e-05
"item_types_book,iPad,student-id",1.5257463783539813e-05
"item_types_book,laptop,student-id,watch",1.5216234325414895e-05
"item_types_earphones,keys,student-id,watch",1.5200084480773627e-05
"item_types_glasses,phone,wallet",1.5155942619352656e-05
"item_types_charging-cable,earphones,keys,paper",1.4934127320801842e-05
"item_types_bottle,keys,phone,student-id",1.4931978039261651e-05
"item_types_bag,earphones,phone",1.4896128914954898e-05
"item_types_earphones,keys,student-id",1.487990175034237e-05
"item_types_mouse,student-id,wallet",1.4806818479877297e-05
"item_types_bag,iPad,pen,phone",1.4793754195664285e-05
"item_types_book,bottle,phone",1.4736058456950542e-05
"item_types_keys,laptop,mouse,paper",1.470762995101762e-05
"item_types_bag,book,student-id",1.4704174153491826e-05
"item_types_book,glasses,student-id",1.469768259145227e-05
"item_types_bag,book,watch",1.4663837004118233e-05
"item_types_charging-cable,laptop,wallet",1.465933492756182e-05
"item_types_book,earphones,glasses,keys",1.4546925756312925e-05
"item_types_book,charging-cable,paper,wallet",1.4516842126349412e-05
"item_types_bottle,earphones,paper,watch",1.4510907850391234e-05
"item_types_bag,book,earphones,wallet",1.4437238332240771e-05
"item_types_earphones,paper,pen,wallet",1.430509233655274e-05
"item_types_charging-cable,glasses,paper,phone",1.425077675962784e-05
"item_types_book,mouse,student-id",1.4246052852849859e-05
"item_types_glasses,pen,phone",1.4202370321519545e-05
"item_types_bottle,keys,student-id,watch",1.4192305036908502e-05
"item_types_charging-cable,iPad,keys",1.408677873041953e-05
"item_types_charging-cable,laptop,phone",1.4082454075581816e-05
"item_types_bag,charging-cable,mouse,phone",1.4073301340421424e-05
"item_types_bottle,keys,paper",1.4062109911659884e-05
"item_types_keys,paper,student-id,watch",1.4052628215169855e-05
"item_types_book,student-id,wallet",1.4051785643916471e-05
"item_types_book,bottle,paper,pen",1.4035256239014985e-05
"item_types_keys,mouse,wallet",1.3990614661225421e-05
"item_types_earphones,iPad,mouse,wallet",1.395320092626208e-05
"item_types_bag,earphones,paper,watch",1.3888733474183276e-05
"item_types_charging-cable,earphones,keys,laptop",1.388768919765696e-05
"item_types_charging-cable,glasses,pen",1.3870770841444235e-05
"item_types_charging-cable,laptop,phone,watch",1.3842472116260771e-05
"item_types_bottle,earphones,watch",1.3828586069553899e-05
"item_types_book,iPad,keys,student-id",1.376055267594621e-05
"item_types_book,earphones,mouse,student-id",1.3688226100736375e-05
"item_types_bottle,charging-cable,glasses,iPad",1.363099580846348e-05
"item_types_bag,book,charging-cable,mouse",1.3627284747701497e-05
"item_types_glasses,iPad,paper,phone",1.3550291628932726e-05
"item_types_mouse,pen,student-id,wallet",1.3516676414830144e-05
"item_types_book,glasses,watch",1.3403315675751027e-05
"item_types_charging-cable,mouse,paper,pen",1.3386840774925027e-05
"item_types_bag,keys,mouse,student-id",1.3380635713420316e-05
"item_types_glasses,pen,wallet,watch",1.3368133404076434e-05
"item_types_bag,glasses,paper,phone",1.3362323122884201e-05
"item_types_charging-cable,keys,mouse,paper",1.3277081894947241e-05
"item_types_iPad,laptop,phone,wallet",1.3243093972665632e-05
"item_types_charging-cable,pen,watch",1.320832728505247e-05
"item_types_glasses,laptop,wallet",1.3196756163905736e-05
"item_types_glasses,laptop,pen,student-id",1.3118983522594447e-05
"item_types_bottle,earphones,keys",1.3115660701845336e-05
"item_types_keys,laptop,paper",1.3095655056524859e-05
"item_types_bottle,glasses,iPad,paper",1.306294489357725e-05
"item_types_earphones,keys,mouse,phone",1.3010136142696623e-05
"item_types_bottle,charging-cable,laptop,paper",1.2958807205243714e-05
"item_types_bag,keys,laptop",1.2911911373714822e-05
"item_types_bag,book,paper,watch",1.283271609962759e-05
"item_types_laptop,pen,watch",1.2784217134618462e-05
"item_types_book,glasses,pen,phone",1.2765017268459312e-05
"item_types_earphones,mouse,phone",1.2749322690590472e-05
"item_types_bag,glasses,wallet",1.2742552055105823e-05
"item_types_book,bottle,student-id,wallet",1.2733342755146937e-05
"item_types_book,bottle,charging-cable",1.269270706240335e-05
"item_types_glasses,keys,phone",1.2656784336685258e-05
"item_types_bag,book,laptop",1.264203068829221e-05
"item_types_bag,glasses,paper,wallet",1.2640103351171474e-05
"item_types_book,laptop,mouse,watch",1.2559217990220978e-05
"item_types_book,iPad,keys,pen",1.2530428146724715e-05
"item_types_book,bottle,watch",1.2527118565306763e-05
"item_types_charging-cable,glasses,iPad,watch",1.2452857950295764e-05
"item_types_glasses,iPad,pen,phone",1.2411436558168178e-05
"item_types_book,charging-cable,paper,watch",1.2372810306133916e-05
"item_types_book,keys,mouse,student-id",1.2344932578675044e-05
"item_types_pen,phone,watch",1.2339347216492491e-05
"item_types_earphones,glasses,wallet",1.2318094827532257e-05
"item_types_bag,charging-cable,pen",1.2296116462564875e-05
"item_types_book,glasses,mouse,paper",1.2262510372052965e-05
"item_types_laptop,paper,wallet",1.2254313710520741e-05
"item_types_earphones,laptop,mouse,pen",1.219743234881856e-05
"item_types_keys,paper,phone",1.219485495460826e-05
"item_types_book,iPad,keys,mouse",1.2045087039721871e-05
"item_types_bag,book,earphones,watch",1.2044916363818123e-05
"item_types_laptop,pen,phone",1.1994164566453805e-05
"item_types_bottle,keys,mouse,phone",1.1985698242389126e-05
"item_types_earphones,phone,watch",1.1970184008842887e-05
"item_types_charging-cable,glasses,keys",1.1965289392478127e-05
"item_types_bag,charging-cable,paper",1.1959242832793189e-05
"item_types_bag,bottle,glasses",1.1937921907512152e-05
"item_types_laptop,paper,pen,wallet",1.1880793177634121e-05
"item_types_laptop,mouse,pen",1.1873640244149665e-05
"item_types_bag,laptop,student-id",1.1859876321339361e-05
"item_types_bag,bottle,iPad",1.1850842503991676e-05
"item_types_bottle,pen,wallet",1.1809194845458888e-05
"item_types_bag,mouse,phone",1.1717477778912233e-05
"item_types_book,laptop,paper",1.1669084599193993e-05
"item_types_earphones,paper,student-id,watch",1.1630998033331372e-05
"item_types_glasses,pen,student-id,watch",1.1594884384731575e-05
"item_types_laptop,paper,phone,wallet",1.154726738049357e-05
"item_types_book,iPad,pen,watch",1.1444587609926355e-05
"item_types_charging-cable,earphones,pen,student-id",1.1414862105853292e-05
"item_types_earphones,glasses,iPad,pen",1.1414239136831508e-05
"item_types_glasses,iPad,laptop,pen",1.1394852950517013e-05
"item_types_book,bottle,keys",1.1374239157646037e-05
"item_types_bag,book,iPad,laptop",1.1357079505033064e-05
"item_types_bag,paper,phone,watch",1.1269905698481968e-05
"item_types_charging-cable,iPad,keys,laptop",1.1165189721027866e-05
"item_types_bag,paper,phone,wallet",1.1147405794889155e-05
"item_types_book,bottle,glasses,mouse",1.113806829712692e-05
"item_types_bag,keys,mouse",1.1134511810872936e-05
"item_types_glasses,iPad,wallet",1.1111579797808513e-05
"item_types_charging-cable,keys,laptop",1.1039479607763157e-05
"item_types_earphones,wallet,watch",1.1035882353616455e-05
"item_types_charging-cable,mouse,student-id,watch",1.101748554456158e-05
"item_types_book,earphones,glasses,laptop",1.097852180024403e-05
"item_types_book,mouse,paper,pen",1.0969631947605822e-05
"item_types_book,iPad,student-id,watch",1.0929467883654575e-05
"item_types_glasses,keys,laptop,student-id",1.0923991073509305e-05
"item_types_book,laptop,watch",1.0792171260690309e-05
"item_types_book,bottle,keys,student-id",1.0649303446827545e-05
"item_types_bag,earphones,iPad,phone",1.0533695338204567e-05
"item_types_glasses,iPad,wallet,watch",1.0509416948611132e-05
"item_types_bag,charging-cable,keys,paper",1.0504135451642818e-05
"item_types_bottle,charging-cable,wallet",1.0493560260115778e-05
"item_types_glasses,laptop,student-id,wallet",1.0481024164336153e-05
"item_types_bag,charging-cable,phone,student-id",1.0449818002588594e-05
"item_types_bottle,earphones,pen",1.0442427399010037e-05
"item_types_glasses,phone,wallet,watch",1.040815126587843e-05
"item_types_bottle,pen,phone",1.0386582004575977e-05
"item_types_earphones,laptop,phone",1.0380574430094486e-05
"item_types_bag,glasses,student-id",1.0363918758605284e-05
"item_types_iPad,laptop,phone,watch",1.0358108044911495e-05
"item_types_charging-cable,earphones,watch",1.0324891725832963e-05
"item_types_book,charging-cable,iPad,pen",1.0311362859639224e-05
"item_types_bottle,mouse,watch",1.0285265240525011e-05
"item_types_earphones,glasses,mouse,watch",1.0240090538169357e-05
"item_types_bag,paper,watch",1.0233840879086893e-05
"item_types_bottle,paper,pen,student-id",1.0219704509485065e-05
"item_types_bottle,glasses,phone",1.0215821322424347e-05
"item_types_charging-cable,earphones,mouse,student-id",1.0187488103519131e-05
"item_types_earphones,iPad,pen",1.0169112296335834e-05
"item_types_bag,charging-cable,laptop,pen",1.0166514423053062e-05
"item_types_book,charging-cable,laptop,pen",1.0156146705793156e-05
"item_types_bag,iPad,laptop,student-id",1.00711762595069e-05
"item_types_earphones,keys,mouse",1.0038625330021398e-05
"item_types_book,earphones,paper,wallet",1.0033066659314992e-05
"item_types_bag,bottle,laptop",9.997615043474637e-06
"item_types_glasses,iPad,keys,wallet",9.99525767339604e-06
"item_types_bottle,charging-cable,earphones",9.98546440935172e-06
"item_types_laptop,mouse,pen,wallet",9.970747079163479e-06
"item_types_bag,charging-cable,earphones",9.912817912906704e-06
"item_types_iPad,paper,pen",9.874623269156467e-06
"item_types_glasses,laptop,pen",9.858431218913182e-06
"item_types_earphones,iPad,keys,student-id",9.78264289035641e-06
"item_types_bag,paper,pen,watch",9.77649610385674e-06
"item_types_iPad,paper,wallet,watch",9.745890910657212e-06
"item_types_book,glasses,pen",9.730729638715283e-06
"item_types_bottle,charging-cable,earphones,iPad",9.684954585968091e-06
"item_types_charging-cable,glasses,keys,student-id",9.673137937698322e-06
"item_types_book,laptop,mouse",9.591911600702904e-06
"item_types_book,charging-cable,laptop,phone",9.543595868073352e-06
"item_types_bag,glasses,phone,student-id",9.520411053182208e-06
"item_types_charging-cable,earphones,iPad,wallet",9.5062284112456e-06
"item_types_book,glasses,mouse,student-id",9.504702364023476e-06
"item_types_bottle,iPad,paper,phone",9.466604571177431e-06
"item_types_earphones,laptop,mouse,paper",9.459662082892555e-06
"item_types_book,charging-cable,keys,wallet",9.371055076508213e-06
"item_types_book,bottle,keys,watch",9.352693590800544e-06
"item_types_bag,earphones,laptop,paper",9.341041835210749e-06
"item_types_bag,book,glasses,phone",9.338320672156798e-06
"item_types_bag,paper,phone",9.305452958563139e-06
"item_types_glasses,keys,phone,wallet",9.286492035077552e-06
"item_types_book,bottle,paper,wallet",9.255860995414061e-06
"item_types_bag,book,glasses,laptop",9.229003342089808e-06
"item_types_book,paper,pen",9.200132508336062e-06
"item_types_charging-cable,keys,wallet",9.190591061156231e-06
"item_types_earphones,glasses,mouse",9.131322697262869e-06
"item_types_book,bottle,glasses,pen",9.115595866047835e-06
"item_types_pen,phone,student-id,watch",9.087918524059522e-06
"item_types_bottle,charging-cable,glasses,mouse",9.069472458105147e-06
"item_types_book,paper,wallet,watch",9.058339384205006e-06
"item_types_glasses,keys,mouse,student-id",9.013398546165769e-06
"item_types_book,keys,phone",9.010844348120659e-06
"item_types_bag,book,pen",8.938647201019646e-06
"item_types_book,iPad,wallet",8.932805871368194e-06
"item_types_bag,charging-cable,keys,phone",8.90658423414505e-06
"item_types_glasses,iPad,phone,watch",8.881817176716313e-06
"item_types_earphones,glasses,iPad,student-id",8.799135828435467e-06
"item_types_book,phone,wallet",8.788452668557123e-06
"item_types_bottle,keys,wallet",8.78451236544779e-06
"item_types_keys,wallet,watch",8.77950681958061e-06
"item_types_earphones,glasses,laptop",8.723940663042054e-06
"item_types_iPad,mouse,paper,watch",8.716035089985783e-06
"item_types_bag,bottle,wallet,watch",8.70991609698198e-06
"item_types_earphones,glasses,mouse,pen",8.683377130469943e-06
"item_types_bottle,charging-cable,glasses,keys",8.62053650208115e-06
"item_types_bag,pen,student-id,wallet",8.609161339925905e-06
"item_types_bottle,charging-cable,iPad,watch",8.602351034827908e-06
"item_types_glasses,iPad,keys,laptop",8.58699030315289e-06
"item_types_book,glasses,keys,pen",8.579623356068539e-06
"item_types_bag,keys,phone",8.536392708256958e-06
"item_types_bag,book,bottle,student-id",8.532898238416446e-06
"item_types_earphones,glasses,paper",8.525447621065604e-06
"item_types_laptop,mouse,phone",8.515710554655568e-06
"item_types_bottle,laptop,paper,phone",8.492877640870085e-06
"item_types_bag,phone,wallet",8.411781982453213e-06
"item_types_book,bottle,pen,student-id",8.410287154218414e-06
"item_types_glasses,iPad,student-id,watch",8.405631556630027e-06
"item_types_book,bottle,iPad,wallet",8.39375419357522e-06
"item_types_bottle,iPad,mouse,wallet",8.380639092660733e-06
"item_types_bottle,glasses,iPad,pen",8.375764718409517e-06
"item_types_bottle,charging-cable,mouse,phone",8.367179776452329e-06
"item_types_bottle,keys,student-id,wallet",8.363606970474091e-06
"item_types_bottle,glasses,pen,phone",8.356101755137161e-06
"item_types_bottle,laptop,paper,wallet",8.329293115209048e-06
"item_types_book,charging-cable,mouse,wallet",8.323481511394008e-06
"item_types_book,glasses,iPad",8.31361055849011e-06
"item_types_charging-cable,phone,student-id",8.310398353874206e-06
"item_types_bottle,earphones,iPad",8.274119594454139e-06
"item_types_glasses,paper,watch",8.268415503970253e-06
"item_types_book,charging-cable,earphones,paper",8.266870769832733e-06
"item_types_bag,book,keys",8.249565943058432e-06
"item_types_glasses,keys,laptop,pen",8.243137942693552e-06
"item_types_bottle,glasses,paper,phone",8.17810906158452e-06
"item_types_bottle,charging-cable,pen,student-id",8.173539119561425e-06
"item_types_bag,book,mouse,wallet",8.160918901252625e-06
"item_types_bottle,iPad,student-id",8.13683937753684e-06
"item_types_earphones,mouse,wallet",8.093250866045687e-06
"item_types_bag,bottle,phone,student-id",8.072092986684274e-06
"item_types_bottle,phone,student-id,wallet",8.061423443713171e-06
"item_types_iPad,student-id,wallet",8.059960319484932e-06
"item_types_keys,mouse,watch",8.004639924033551e-06
"item_types_earphones,iPad,phone,student-id",8.002631446291524e-06
"item_types_book,glasses,paper,phone",8.001862642753498e-06
"item_types_book,mouse,paper,student-id",8.001182489489086e-06
"item_types_book,keys,paper,student-id",7.972288347493925e-06
"item_types_mouse,phone,wallet",7.965261357192869e-06
"item_types_charging-cable,keys,phone,student-id",7.952217778803725e-06
"item_types_bag,book,bottle,iPad",7.929723780395702e-06
"item_types_mouse,paper,pen,wallet",7.891044612663806e-06
"item_types_book,pen,student-id",7.850948878284625e-06
"item_types_bag,iPad,laptop",7.83334517819844e-06
"item_types_iPad,paper,watch",7.829973335175747e-06
"item_types_bottle,keys,pen,student-id",7.824968452827976e-06
"item_types_bottle,charging-cable,keys,laptop",7.797337693591369e-06
"item_types_bag,keys,student-id",7.790039014644112e-06
"item_types_bag,glasses,keys,pen",7.759622961961188e-06
"item_types_bag,laptop,mouse,wallet",7.750907258232549e-06
"item_types_bag,iPad,pen,wallet",7.744669347801126e-06
"item_types_earphones,keys,paper",7.74119641313375e-06
"item_types_charging-cable,laptop,phone,wallet",7.655889044594407e-06
"item_types_earphones,mouse,paper,phone",7.628088615975249e-06
"item_types_keys,pen,phone,wallet",7.594024773017703e-06
"item_types_book,bottle,laptop,pen",7.589875442074972e-06
"item_types_book,earphones,glasses,watch",7.585629099812722e-06
"item_types_earphones,keys,mouse,wallet",7.572172786522251e-06
"item_types_book,charging-cable,iPad,laptop",7.547088594504307e-06
"item_types_glasses,pen,student-id",7.5233290727525075e-06
"item_types_book,charging-cable,paper",7.498103813743872e-06
"item_types_bottle,keys,pen,wallet",7.491662740355871e-06
"item_types_earphones,glasses,keys,phone",7.4858431423747845e-06
"item_types_charging-cable,iPad,mouse",7.470734942887244e-06
"item_types_charging-cable,glasses,keys,mouse",7.445377979072437e-06
"item_types_bottle,keys,laptop,pen",7.443586017595146e-06
"item_types_iPad,phone,wallet,watch",7.431847749649124e-06
"item_types_charging-cable,glasses,paper,student-id",7.4134050736960266e-06
"item_types_bottle,mouse,paper,wallet",7.377486222837205e-06
"item_types_bottle,charging-cable,keys",7.359304909652419e-06
"item_types_bag,iPad,wallet,watch",7.298555498031566e-06
"item_types_bottle,iPad,pen,watch",7.2717788210667036e-06
"item_types_phone,wallet,watch",7.258244899987406e-06
"item_types_glasses,wallet,watch",7.255448170813034e-06
"item_types_book,charging-cable,glasses,mouse",7.224130725616249e-06
"item_types_paper,pen,student-id,watch",7.222259859144865e-06
"item_types_bag,charging-cable,mouse,student-id",7.197326563742716e-06
"item_types_bag,earphones,iPad",7.1854311461937266e-06
"item_types_bag,book,bottle",7.183350703062978e-06
"item_types_bag,charging-cable,earphones,laptop",7.164398229261802e-06
"item_types_bag,mouse,paper,phone",7.1324035381713594e-06
"item_types_bag,bottle,iPad,wallet",7.076811936749942e-06
"item_types_bag,laptop,pen,phone",7.063904635262827e-06
"item_types_laptop,mouse,pen,phone",7.0396399424051364e-06
"item_types_charging-cable,keys,laptop,mouse",7.035012012350022e-06
"item_types_glasses,iPad,phone",7.009345009404232e-06
"item_types_charging-cable,laptop,mouse,phone",6.95484443057447e-06
"item_types_bag,earphones,pen,phone",6.891308723040833e-06
"item_types_bottle,earphones,keys,watch",6.87032364657991e-06
"item_types_mouse,paper,wallet,watch",6.779508621828625e-06
"item_types_bag,glasses,pen,phone",6.772066260969585e-06
"item_types_keys,phone,wallet",6.76761775709481e-06
"item_types_book,glasses,keys,laptop",6.764316237660903e-06
"item_types_iPad,keys,phone,student-id",6.743244488097262e-06
"item_types_paper,student-id,wallet",6.737689477080739e-06
"item_types_book,earphones,student-id,wallet",6.6980256778043255e-06
"item_types_keys,mouse,phone,wallet",6.677427688983692e-06
"item_types_bag,glasses,iPad,pen",6.658496421469774e-06
"item_types_bottle,charging-cable,iPad,paper",6.6573459724607665e-06
"item_types_bag,charging-cable,phone,wallet",6.653088029815303e-06
"item_types_bag,book,iPad,mouse",6.624390644021703e-06
"item_types_bottle,laptop,wallet",6.601146966653301e-06
"item_types_mouse,pen,student-id,watch",6.583145520296983e-06
"item_types_book,iPad,phone",6.5687323555333886e-06
"item_types_bottle,glasses,laptop",6.557645156520894e-06
"item_types_bottle,paper,pen,wallet",6.549010535376435e-06
"item_types_bag,glasses,watch",6.537664779705472e-06
"item_types_charging-cable,glasses,iPad,phone",6.501857378356478e-06
"item_types_laptop,student-id,wallet,watch",6.471299421771599e-06
"item_types_laptop,mouse,paper,pen",6.467649917700617e-06
"item_types_mouse,phone,student-id",6.453871022046925e-06
"item_types_bottle,glasses,pen,student-id",6.434060939820649e-06
"item_types_laptop,paper,pen",6.341163204654326e-06
"item_types_keys,paper,watch",6.33125138189676e-06
"item_types_bottle,keys,laptop",6.29930934291169e-06
"item_types_iPad,keys,mouse,wallet",6.297286607811954e-06
"item_types_bag,glasses,iPad,mouse",6.2909458967664384e-06
"item_types_book,earphones,laptop,pen",6.275610858342551e-06
"item_types_book,charging-cable,phone",6.257167885819308e-06
"item_types_bottle,earphones,laptop,mouse",6.230731283068192e-06
"item_types_bottle,pen,student-id",6.217398209351639e-06
"item_types_charging-cable,earphones,iPad,phone",6.204903873266105e-06
"item_types_earphones,keys,watch",6.201563341663327e-06
"item_types_bag,charging-cable,paper,student-id",6.200875685486814e-06
"item_types_bottle,glasses,student-id,watch",6.197628336480835e-06
"item_types_earphones,mouse,paper,watch",6.177825795521211e-06
"item_types_book,keys,laptop,paper",6.153633517050759e-06
"item_types_paper,phone,wallet",6.134175903364525e-06
"item_types_earphones,keys,pen,wallet",6.130610870423681e-06
"item_types_bottle,iPad,laptop,pen",6.130571413256394e-06
"item_types_bag,charging-cable,iPad,watch",6.1074196169719485e-06
"item_types_book,iPad,laptop,watch",6.043515204077312e-06
"item_types_earphones,laptop,mouse",5.997206416305001e-06
"item_types_iPad,laptop,wallet",5.995206048124172e-06
"item_types_book,mouse,paper,phone",5.967360967839035e-06
"item_types_iPad,keys,wallet",5.953656330401687e-06
"item_types_bag,glasses,iPad,paper",5.923171168613012e-06
"item_types_bag,book,laptop,watch",5.905991653805176e-06
"item_types_bag,bottle,charging-cable,pen",5.905514090320907e-06
"item_types_bag,glasses,laptop,mouse",5.8884032782597745e-06
"item_types_book,earphones,student-id",5.883394460104044e-06
